cat1,cat2,name,raised,desc,ticker,start,end,www,,,,,,,,
Platform,,bondkick syndicate,,"Revolution in the securitization. The first multi-regional fund on Blockchain technology. Bondkick Syndicate is a blockchain interface of the classic investment fund, to be open in 2018 for investing in syndicated loans, real estate, equity and derivatives all around the world. No CSD-locking, nor regional or currency restrictions.",XBK,6th Nov 2017,31st Jan 2018,https://www.bondkick.com,,,,,,,,
Platform,,carvertical,6.256586,"carVertical is a blockchain-based vehicle history registry. First of its kind, carVertical will gather as much information from di erent sources as possible, and put it into the blockchain registry.",cV,26th Dec 2017,4th Apr 2018,https://www.carvertical.com,,,,,,,,
Platform,,cedium,,"Corld is a brand new social platform built upon collaboration, collectivity, co-creation and sharing economy. Corld will disrupt today’s social networking with two unique concepts; “Journey” and “Cedium”. Journey is a visual collection of experiences, passions, interests, events, persons and so much more. The “Journey” system will give all Corld users an exceptional social networking experience by allowing total control on what to share, how to share and with whom to share. Corld will build the future of social networking with a unique sharing economy model based on tokenization as well. Unlike established social networks which are beneficial only for the few who use personal data of many as commodities, Corld will share its economic value with all of its users via Cedium, which is Corld’s medium of exchange and the sole accounting unit of Corld platform. Both individuals and businesses will be able to use Cedium, which serves as the sole accounting unit of Corld, for all economic transactions made within Corld. All Corld users will be able to obtain Cediums via Cedium Rewards Pool. 15% of total Cedium supply will be allocated to the Cedium Rewards Pool. One third of the Rewards Pool will be distributed to initial users and will continue to be distributed maximum equivalent of one third of the remainder per annum.",CEU,4th Dec 2018,31st Dec 2018,https://cedium.io,Estonia,https://cedium.io/docs/Corld%20-%20Introduction%20and%20Strategy%20Book.pdf,,,,,,
Platform,,coincasso,,"Our CoinCasso Exchange CCX Token holders will have the greatest impact on the introduction of new currencies and innovations. CCX tokens work in a similar way as tokens on other exchanges but they have additional value for the users of the exchange. Owners of the tokens have the ability to participate in the company, reduce the transaction fees and give the token holders the right to receive a part of the profit made by the company. CoinCasso is subject to two EU directives on safety, it is fully licensed throughout the European Union. Our mission is to change the world. We want to create large crypto-society around the world, by providing innovative solutions based on blockchain technology. We believe in creating a better future in money transfer and exchange services. We are sure of the wide application of blockchain technology and the benefits of cryptocurrencies in the near future. By introducing global solutions through education, making the crypto ecosystem friendly for everyone",CCX,21st Oct 2018,31st Dec 2019,https://coincasso.io,Estonia,https://coincasso.io/ENGLISH_CoinCasso_official_PLV1.pdf?v1.1
Platform,,coinloan,3.2,"At one point or another, every crypto investor needs to get their hands on fiat money. Crypto asset transactions can be really difficult. Depending on amount and timeframe, it can be a very painful experience. Not to mention the often exorbitant fees and market volatility.",CLT,26th Nov 2017,14th Feb 2018,https://coinloan.io,,,,,,,,
Platform,,coinolix,1.372,"Coinolix is a multifunctional cryptocurrency exchange ecosystem by combining a robust crypto asset exchange platform. High number of trade requests can be countered with the adaptable & extensible engine in a matter of moments. Coinolix exchange follows a best practice by keeping the majority of the asset reserve in cold storage, which is not present on the web server or any other computer to secure users fund on exchange wallet. Exchange services includes Spot market trading, Margin trading, Futures market trades. We will provide cross-platform Device Coverage on all browser-based trading platform, Android & IOS device platform, PC (Windows, Mac, Linux) trading platform, REST API. Zero"" trading fees for CLX token Holders* & also get the huge benefit of token buyback & burning program. 24/7 Customer service with faster response time to resolve customer's problems. Earn tokens by doing promotional activitie on coinolix website.""",CLX,8th Nov 2018,13th Dec 2018,https://coinolix.com,Estonia,https://coinolix.com/document/coinolix-whitepaper.pdf,,,,,,
Platform,,coinware,,"COINWARE is developing a free and user-friendly cryptocurrency trading platform for both experienced and inexperienced users. We aim to reduce the burden on traders in exchanging cryptocurrency to fiat.",CWT,3rd May 2019,30th Jul 2019,https://www.coinware.co,Estonia,https://www.coinware.co/downloads/COINWARE_WHITEPAPER.pdf
Platform,,crosspays,,"Crosspays is the community of businessmen and consumers, the first self-regulating decentralized global trading marketplace in the world, the search engine, an economical and social network encompassing and including local and international B2B, B2C and C2C markets of goods, services and entertainment using blockchain technology Ethereum. Crosspays suggests users absolutely new economic model of relationships — the concept of Economy Justice. Its essence is simple: the income of Crosspays is being automatically distributed between active Participants of the Community in proportion to their activeness in the interests of the Community.",CPS,1st Oct 2018,9th Nov 2018,https://crosspays.com,Estonia,https://crosspays.com/assets/crosspays-whitepaper-eng.pdf,,,,,,
Platform,,cryptics,,"We are Cryptics - the world's first public crypto analytics based on AI. Our mission is to give any person, whether it`s an investor, an export or a novice market participant, an ability to find key information based on which it will be easier to take most relevant decision regarding mining, buying or selling the cryptocurrency and creating portfolios of cryptocurrencies. We also offer an infrastructure for creating funds for successful traders not matter how small they are. Finally, Cryptics will relate to the academic community to stimulate scientific research in the field of AI, as well as contribute to the further development of the blockchain technology and community.",QRP,27th Aug 2018,24th Sep 2018,https://cryptics.tech,Estonia,https://cryptics.tech/Whitepaper-Cryptics-EN.pdf,,,,,,
Platform,,cuprum,1.358,"CUPRUM GROUP, the Company for conducting geological surveys, mining and processing of metal ores, is collecting funds for launching a new industrial copper production.",Cuprum,1st Nov 2018,29th Dec 2018,https://cuprumtoken.io,Estonia,https://cuprumtoken.io/files/cuprum-wp_en.pdf,,,,,,
Platform,,cvproof,,"CVproof.com is using blockchain technology to enable authentication of CV credentials. In other words, career credentials (assessments, medical records, training certificates, university diplomas) from any industry and from any country can be digitally validated and authenticated in a seamless process. A true game changer for heavily regulated and training oriented industries, such as aviation, healthcare and education. Our core business will enable CVproof mid-term to provide other related services such as sourcing, job posting and networking. CVproof will offer a business model that rewards stakeholders, such through a revenue sharing mechanism. We designed a genuine ecosystem enabling users to access, create and offer services for which they will pay and/or receive a remuneration in tokens.",INK Token,1st Aug 2018,30th Aug 2018,https://www.cvproof.com,Estonia,https://drive.google.com/file/d/1EBAeQyxSGc645uL_2mrFYD0Ix0tM_byC/view,,,,,,
Platform,,deskbell chain,,"Blockchain project DeskBell Chain is based on the existing DeskBell service, which enables hotels to get out an important information to the guests and keep communication with them via chat. What is more, it also sells the site to promote their services. For tourists, DeskBell service serves as a guide and compass in the life of the hotel. DeskBell automatically determines the hotel, in which the tourist is located and provides accessible information, making the stay more comfortable and active. DeskBell Service includes several ready-made technological solutions.",DBT,21st May 2018,31st Mar 2019,https://deskbell.io,Estonia,https://deskbell.io/docs/deskbellchain-whitepaper-en.pdf
Platform,,easyguide,,""EasyGuide" is a decentralized tourist platform that allows travelers from different countries to find fellow travelers, join companies of like minded persons, jointly creating tourist routes and safely sharing the costs of this organization. EasyGuide, based on reviews and ratings, will group people according to similar parameters and make up an individual proposal for each of them. The service will help independent tourists quickly and conveniently compose the ideal route with the right people! EasyGuide with the help of the technology blockchain will enable groups of tourists from all over the world to safely share the costs of traveling with other travelers and to select the necessary services in one place.",GDC,18th Apr 2019,18th May 2019,http://ico.guide-easy.com,Estonia,https://ico.guide-easy.com/whitepaper.pdf
Platform,,ecoinomic,47,"We consider cryptocurrency as a new perspective type of collateral that can change the market for secured loans tremendously. An important shift in the lending practices supports the growth of the crypto world beyond the limitations, providing individuals with increased purchasing power given by crypto backed loans. Institutional investors and family offices are always interested in new low-risk instruments with high profitability. And crypto owners wish to benefit from their digital assets and preserve them for the long term hoping to gain more value. The smart contracts on the eCoinomic.net platform will solve these needs. Crypto owners will get an opportunity to obtain fiat loans using digital assets as collateral. Institutional investors and family offices will explore a new mortgage market by issuing fiat loans to crypto community. 81% of the funds gathered during the Token Sale will be used to form the Reserve.",CNC,1st May 2018,24th Aug 2018,https://ecoinomic.net,Estonia,https://ecoinomic.net/docs/WP,,,,,,
Platform,,exscudo,5.389491,"We strive to create a platform, which unites the world of traditional finance and the cryptocurrency market. Our main goal is to create an easy-to-use, fast, legal, and secure access to the cryptocurrency market for every person with access to the Internet and credit card.",,25th Apr 2017,31st May 2017,https://exscudo.com,,,,,,,,
Platform,,geco.one,1.25,"Geco.one is a platform that enables you to safely invest in the cryptocurrency market using skills and knowledge of experienced traders. Our flagship service, called PAMM account, allows you to invest in cryptocurrency pairs by entrusting your resources to experienced traders as well as providing you with all the tools necessary to become a crypto-trader yourself.",GEC,1st Jul 2019,14th Jul 2019,https://geco.one,Estonia,https://geco.one/static/files/whitepaper.pdf
Platform,,genesis,3.48,"All invested funds are channeled for purchasing real estate properties that become property of the foundation and form its assets, creating the basis for the future growth and increase of its market value.",GES,1st Apr 2018,30th Jun 2018,http://genesisfound.io,,,,,,,,
Platform,,genesissto,3.48,"All invested funds are channeled for purchasing real estate properties that become property of the foundation and form its assets, creating the basis for the future growth and increase of its market value.",GES,1st Apr 2018,30th Jun 2018,http://genesisfound.io,Estonia,https://genesisfound.io/doc/wp_en.pdf,,,,,,
Platform,,icocoinlab,,"ICOCoinLab.io (ICO) is a sure way to a successful ICO Launch and beyond. We revolutionize ICO making process. We provide end-to-end customized and Turnkey solutions that allows your projects to take off! ICOCoinLab ICO Building Factory offers all the services you require to launch successful ICO including Design, Development, Marketing, Legal, Financial and Technical Support.",ICO,1st Aug 2019,30th Sep 2019,http://icocoinlab.io,Estonia,https://icocoinlab.io/wp-content/uploads/2019/05/ICOCoinLab-Whitepaper.pdf
Platform,,knl ecosystem,0.37,"KNL – is a platform that unites and considers the needs of farmers, traders, investors, exporters. We provide each participant with the opportunities and instruments that make up a whole chain of efficient processes for maintaining the operational activities of the agricultural industry KNL tokenization platform is the digitization of grain assets, real estate and property. KNL provides not only financing, crops storage based on its own elevators, but also fully solves any logistics issues. KNL will include infrastructure that ensures a full cycle of logistics operations, in particular, the opportunity of loading crops into our transport right from the combine and its following transportation to the elevator, as well as crops delivery to the buyer from the elevator. The whole process will be highly digitalized, which will give the farmer an opportunity to control the transport and storage peculiarities of each unit of grain crops. An integral part of the project is surely the insurance of both the future harvest and already harvested crops.",KNL,27th Aug 2019,27th Sep 2019,https://en.knl.asia,Estonia,https://en.knl.asia/doc/whitepaper_en.pdf
Platform,,lightstreams,,Lightstreams is the Blockchain for speed and privacy. Our technology focuses on the requirements of confidentiality and scalability for Decentralised Applications (DApps). Our protocol specializes in peer-to-peer buying/selling and permissioned access to any digital content. Lightstreams is built using a modified version of the Ethereum blockchain and retains compatibility with the existing ecosystem of Ethereum developer tools and libraries.,PHT,30th May 2018,30th Jun 2018,https://lightstreams.network,,,,,,,,
Platform,,mbys,,"The MBYS platform will serve as a decentralized online professional network, and the MESH token protocol will automate the retrieval of and create the market for professional data, such as education and work history, therefore eliminating the B2B model of online recruiting by enabling consumers to directly sell their talent data to employers.",MESH,5th Jul 2018,15th Aug 2018,https://mbys.io,Estonia,http://mbys.io/docs/MBYS_Whitepaper.pdf,,,,,,
Platform,,moco,,"**MoCo IEO starts at p2pb2b.io on 09/16 ~ 09/30. Don't miss this last chance to participate!** The MoCo Platform will create the next age of anonymous social networking services, in 3D and 4K+ VR, while providing a means for its users to monetize their creativity and talents. It will also bring seamless, real time lossless 3D, 360 virtual reality communication, and Live events in 4K+ to the world.",MoCo,1st Apr 2019,30th Sep 2019,https://www.mocotoken.io,Estonia,https://www.dropbox.com/s/k3iacnz2az6q916/VR_Motion_Communications_official_whitepaper.pdf?dl=0
Platform,,must protocol,4.76,"The protocol of tokenization, confirmation and transfer of rights to assets through non-fungible tokens The MUST Protocol is an open source protocol designed to confirm, account and manage rights to assets through non-fungible tokens. It offers tools for creating efficient decentralized DApps, ensuring the ease of authentication of information about real tangible and digital assets (vehicles, real estate, equipment, securities, currencies) and rights to these assets. MUST Protocol includes the stages of verification, digitization, complex criterial assessment, monitoring of the asset's condition, determination of owners of rights to this asset and tokenization of rights. This approach will enable the formation of a digital ecosystem for participants in a real economy, built on the exchange of tokenized asset rights. The MUST Protocol allows to check the proof of the existence of rights to the asset without the involvement of third parties, alienate, acquire or pledge the rights to the asset or transfer rights to such rights.",MUST,1st Nov 2018,31st Dec 2019,https://must.io,Estonia,https://must.io/pdf/whitepaper_en.pdf
Platform,,neuromation,71.6,"The Neuromation Platform will use distributed computing along with blockchain proof of work tokens to revolutionize AI model development. The revolution is long overdue: deep learning employs artificial neural networks of extremely large capacitance and, therefore, requires highly accurate labeling. Collecting large datasets of images, text and sound is easy, but describing and annotating data to make it usable has traditionally been challenging and costly. Crowdsourcing was applied to the problem of dataset creation and labeling a few years ago, employing large numbers of humans to correct mistakes and improve accuracy. It proved slow, expensive and introduced human bias. Besides, there were tasks that humans simply could not do well, such as estimating distances between objects, quantifying lighting in a scene, accurately translating text, and so on.",Neuromation,7th Jan 2018,15th Feb 2018,http://www.neuromation.io,,,,,,,,
Platform,,neuronx,,"NeuronX at the time of the start of ITO is an information and analytical platform that provides reliable information and trading recommendations on cryptocurrency pairs for the most popular cryptocurrency exchanges. In the future, we are not just a service with analytics, we are an ecosystem for combining completely different analytical algorithms with potential clients (traders). The ecosystem will be fully decentralized and regulated by the community. At the moment, we make forecasts for BTC/USDT every minute, which can be seen in the personal account. To improve the accuracy of forecasts, we daily saturate AI with fresh data, experience accumulates, and with it increases the accuracy of predictions.",NXBT,10th Feb 2019,30th Apr 2019,https://neuronx.io,Estonia,https://neuronx.io/neuronx_whitepaper_en.pdf
Platform,,nyigde?,,"Blockchain-ecosystem, using a smart contract and automatic conversion of assets, it makes possible to buy and sell goods/services for any crypto and fiat funds. Platform NYiGDE.com - a fast-growing decentralized blockchain marketplace for global e-commerce with millions of traffic that has been running since 2015. On this platform users can reliably and safely buy/sell any products, goods/services by fiat or crypto assets.",NYIGDE,15th May 2019,31st Dec 2019,https://token.nyigde.com,Estonia,https://docs.google.com/document/d/19M4R_Gu_3ugAUBZOXwjp3tYzjHRaMdPH67yDzr3jmwk/edit?usp=sharing
Platform,,orca,1.5,"ORCA is the first Open Banking platform designed for crypto users. It functions as a customizable, easy to use gateway into the crypto-economy for both advanced and amateur crypto enthusiasts. ORCA makes use of the emerging field of Open Banking to innovative integration of fiat bank accounts with cryptocurrency wallets. Through the Dashboard users will be able to link multiple bank accounts from different providers into one place. Agile design solutions make it possible to customize the Dashboard to fully meet personal needs and desires, while smart ORCA analysis algorithms provide personalized help and suggestions to optimize management of personal finances. What’s more, ORCA users will be able to access and use the best crypto-related services currently available on the market. All through a single platform, just like in the Apple App Store or Google Play. ORCA App Center provides a wide range of trusted third-party crypto applications to fulfill all individual needs. Crypto payment cards, trading bots, lending services, insurance and many more additions with the constantly expanding App Center. All transactions within the ecosystem are fueled by ORCA tokens. The combination of ORCA tokens, internal token swap solutions and service integration APIs removes the need for any other crypto assets. With ORCA tokens nothing else is required to access the best of the crypto-economy.",ORCA,6th Aug 2018,6th Sep 2018,https://orcaalliance.eu,Estonia,https://orcaalliance.eu/docs/ORCA_WP_07.pdf,,,,,,
Platform,,paytailor,,"Paytailor is a mobile payment platform, which combines through public API Internet of Things, eCommerce and retail payments. Now we are adding crypto currency payment method to our system. It creates whole new value bringing together merchants, crypto currency owners and modern loyalty options. Paytailor is an existing company which valuation has raised 6 times over past 2 years.",PTT,20th Nov 2017,20th Dec 2017,https://paytailor.com/en/ico,,,,,,,,
Platform,,petlife,,"Petlife is an international blockchain-based platform for pet owners and providers of veterinary care. The service brings together animal owners with doctors and clinics around the world. It is a platform to provide 24/7 veterinary care. With our application pet owners can provide their pets with necessary care - remote consultation, interpretation of test results, data storage and electronic prescription. Veterinarians perform consultations, prepare reports and summaries and receive payment.",PETL,15th Jan 2018,15th Apr 2019,https://icopet.life,Estonia,https://icopet.life/white-paper-en/
Platform,,quube.exchange,,"QUUBE Exchange — First Quantum Resistant Exchange and Blockchain. The ecosystem has a strategic focus on initial token offerings in security and utility formats – STO Launchpad with the secondary exchange market with a pro level trading platform. A powerful venture investment model brings a new level of safety, transparency and velocity to the VC Funds and Family offices, unprecedented investment exposure given to the startups. Along with security, venture market becomes much more liquid for the LBO model of investments due to the secondary STO marketplace.",QRР,24th Oct 2019,31st Dec 2019,https://quube.exchange,Estonia,https://quube.exchange/static/assets/docs/Whitepaper-QUUBE.pdf
Platform,,remechain,,"Remechain is an open Buyer-Supplier ecosystem, available for all participants of the global secondary metal market. Platform is built on the transparent transaction conditions and fast providing of the unified information and reporting. Remechain reduces costs on all stages of working with a secondary metals for a fast, efficient and safe interaction without intermediaries. By decreasing the number of intermediaries and transactions and extending the usage of secondary metals Remechain helps to reduce the harmful effect of mining industry on the ecology of the planet.",iRMC,25th Jan 2018,25th Feb 2018,https://remechain.io,,,,,,,,
Platform,,remoneta,,"ReMoneta Taking crypto to the mainstream ReMoneta is the only land-backed system in crypto, delivering real measureable and stable value today. ReMoneta is a strongly-capitalised ReFinTech company based in the EU combining real estate, finance and technology. At the centre of ReMoneta is our community. Together we have designed a frictionless hub - the safest and most stable integrated online currency system in the market. It is the only online currency and payment system with a fully stable price, zero transaction costs, large scaling and instant network verification, land backed and totally secure where community members and retailers earn money from community mining"" via their real world actions to promote positive global values and the community. The system allows micropayments - opening up a new industry as well as members being able to create code or even a business node on the network. ReMoneta solves the key problems in crypto today", creating a central hub between crypto and commerce," allowing crypto to go mainstream.""",RET,24th Jul 2018,31st Oct 2018,https://www.ReMoneta.com,Estonia,http://www.remoneta.com/assets/WhitePaper.pdf,,,,
Platform,,stampify,,"Stampify paves the way to the business of tomorrow, by providing entrepreneurs, startups and companies with new-generation corporate governance tools. Stampify’s mission is to build a frictionless business world where connected organizations work together with transparency, flexibility and trust. To do that, Stampify takes the most out of advanced technology, including distributed ledgers.",STAMP,1st Dec 2017,30th Jan 2018,https://stampify.me,,,,,,,,
Platform,,ten token,0.576,"TEN – a global online education platform where learners gain access to new skills and achieve their goals from an enormous library with thousands of online courses. TEN brings values of deep humanitarian education; transparency in the community; ensuring data integrity; and saving transaction costs, thereby bringing faith to the community. TEN is changing the way people teach and learn thanks to the power of the community, opening up a new era for worldwide online education.",GDEM,20th May 2019,23rd May 2019,https://tentech.io,Estonia,https://tentech.io/static/documents/TEN-WHITEPAPER.pdf
Platform,,tradingene,1.428166,"Tradingene is a blockchain-based auction platform that makes possible the creation and use of algorithms to trade in cryptocurrency and the most popular financial instruments. Tradingene brings to the market some amazing innovations, including an accessible, technologically advanced, easy-to use web platform for creating and testing algorithms; online courses for algorithm creators; competitive auctions for algorithms; and a blockchain-based system to record auction results and conclude smart contracts between algorithm creators and investors. These innovations solve the vast majority of market problems.",Tradingene/ TNG,16th May 2018,1st Jul 2018,https://tradingene.io,Estonia,https://tradingene.io/White_Paper_EN.pdf,,,,,,
Platform,,trustedhealth,1.25,"TrustedHealth is a patient-led and doctor-guided cooperative focused on life-threatening diseases. It’s goal is to source the best methodologies for delivering improved health outcomes for patients, and ensuring that these are accessible to patients all over the world.",TDH,27th Mar 2018,27th Apr 2018,https://trustedhealth.io,,,,,,,,
Platform,,unidag,,"We are implementing a new technology that includes the advantages of blockchain and DAG technologies, which will allow network users to make instant transfers without commissions, as well as launch smart contracts that are not tied to the stability of a particular programming language, using a completely open ecosystem with the ability to communicate within their social network. Dagchain technology allows you to work locally without cryptocurrency by integrating branded frameworks (authorization and backup) into your systems. You don’t have to keep heavy copies of the dagchain, all responsibility and burden falls on 101 law firms supporting the work and development of the dagchain who support the consensus of Proof of Trust.",UDAG,1st Jul 2018,29th Apr 2019,https://unidag.com,Estonia,https://unidag.com/docs/en/WhitePaper-en.pdf
Platform,,venusenergy,5.986183,"VenusEnergy - a project that, in conditions of large-scale environmental pollution - offers an alternative. Mining of cryptocurrency, using electricity generated from renewable sources of energy. Symbiosis between the socially responsible idea of "Way to a Green World" and a well-built financial model that will allow you to earn more than 24 cryptocurrencies and provide income for all depositors.",VENUS,1st Jun 2019,31st Aug 2019,https://venusenergy.io,Estonia,https://venusenergy.io/data/uploads/docs/venusenergy_wp_en.pdf
Platform,,volum,,"VOLUM maximizes investment value and stability through its holding company structure. VOLUM invests in portfolio companies that currently possess, or have the ability to easily create, long-term asset value. This offers VOLUM investors diversification across multiple companies and industries. This platform is completely revolutionary and gives companies greater organizational and oversight capabilities than they have ever had before. With the VOLUM blockchain platform, companies can Track, Route, Identify, and Source, all the data activity that happens on their supply chains. All of the data will be locked into the PLATFORM which can be trusted and verified at any point during operations. The end result of using the VOLUM platform is that companies will have the power to scale from local to global markets much faster, and they will have much greater control of their supply chains. This is good for everyone. Our blockchain platform operates as the one central location for your business supply chain operation. Companies who use this platform will be able to carry out a wide range of blockchain transactions including: Payments Rewards Purchase Orders Legal Contracts Regulatory Compliance Taxation Shipment Management Letters of Origin Customs Documents Inputs/Outputs and Inventory Ordering Delivery/Parcel Tracking IoT Monitoring and Reporting Big Data Analytics Inputs and End-Product Tracking/Traceability",VLM,4th May 2019,22nd Sep 2019,https://volum.io,Estonia,https://volum.io/wp-content/themes/volum/images/volum-whitepaper.pdf
Platform,,zeon network,11.23,"Scaling transaction rates to 100,000 tps (sharding), investments in crypto with minimal risks, cross-chain trading and mass adoption. The cornerstone in ZEON's design is the idea of sharding - dividing the network into smaller shards. ZEON gives investors access to crypto/ICO projects with minimal risks. Build your crypto portfolio in minutes. Buy and sell any token. Return on investment at any time. Based on Ethereum smart-contact, DAO principal, no fees. ZEON insure risks of a scam by 80% by using Oracle Hyperion. The project receives a daily portion of funding. Contactless payment card: Multi-signature wallets, 256-bit AES, biometric & device verification, 3-D Secure protection",ZEON,8th Jun 2018,31st Dec 2019,https://zeon.network,Estonia,https://zeon.network/whitepaper.pdf
Platform,,ziggurat token,10,"The Ecex.Exchange Platform is an online blockchain technology-based assignments (claim, receivables, factoring agreements, divestiture of claims etc.) exchange platform, which shall provide to the User: (i) opportunities to sell and buy assignments, claims, receivables, and mediate insurance contracts, (ii) various support services related to the selling and buying through the exchange, and give users exercise right realize their own requirements regarding claims, (iii) opportunities to ensure the safety of assignments and using Ziggurat cryptocurrency for internal payments.",ZIG,20th Nov 2017,19th Apr 2018,https://ico.ecex.exchange,,,,,,,,
Platform,,zuflo,6.829,"Zuflo.io aims to be a trading & financing platform for the industry 4.0 era using technologies like Blockchain & Artificial Intelligence to reduce the number of counterparties, thus lowering the cost of services and for the end consumer along with state of an art new trading & banking features. Zuflo.io will allow platform users to improve efficiency, error reduction, time savings, and straight-through processing without any intermediaries, and with AI (Artificial Intelligence) Management tools. In addition Zuflo.io will enable/empower more control and more transparency of dealing banking and trading operations.",ZFL,1st May 2018,20th Jun 2018,https://www.zuflo.io/en,Estonia,https://www.zuflo.io/zuflo-whitepapers.pdf,,,,,,
Real estate,,agentmile,18.544627,"AgentMile is the world's first decentralized Commercial Real Estate leasing platform powered by AI. The platform aims to improve the property search process, accelerate due diligence and facilitate property and cash flow management using blockchain technology. AgentMile is built by AgentDrive, a suite of products for real estate professionals with over 1,000 agents in 20 Countries.",ESTATE,15th Oct 2018,19th Nov 2018,https://www.agentmile.com,Estonia,https://www.agentmile.com/AgentMile_White_Paper.pdf,,,,,,
Real estate,,emphy,0.445,"Emphy is decentralized blockchain lodging ecosystem. Blockchain technology along with smart contracts provides safer, faster and more affordable way to rent properties for vacations. Emphy will make it possible to solve and simplify the problems that most of the guests and landlords face. Emphy is the way to better travel experiences, discovering new destinations, meeting new people.",EPY Token,7th Oct 2017,5th Nov 2017,https://emphy.io,,,,,,,,
Real estate,,fortem capital,5.124,"Fortem Capital is creating the first ever platform on the Polish market based on the blockchain technology. The platform allows to invest in our projects in a simple and secure way. We provide investors with an opportunity to invest their assets in real property sector, through our projects by using the Fortem Capital token. We have many years’ experience and so far we have carried out the projects of a total value exceeding 40 million USD. IEO offered by Fortem Capital is based on tangible assets. The purpose of our own IEO is to raise funds for our platform Fortem Capital and the development of selected projects. An investor will be able to enter into a trust agreement thus taking on a desired percentage of shares of a property to be further resold. The investor will know from the start the projected return on their investment. The process from the acquisition a property through its renovation and culminating in its further reselling is overseen by Fortem Capital in full. When a property is sold, the investor receives their share in cryptocurrency and their return depends on the final property selling price. That price should not be lower than the projected total return. As part of the first stage of the IEO, Fortem Capital selected a number of real estate projects. Their aggregate worth (including the cost of construction/renovation but excluding investor and company fees) stands at $35 million. IEO Fortem Capital will be on the Coinsbit.io.",FCQ,4th Jul 2019,7th Jul 2019,https://fortemcoin.io,Estonia,https://fortemcoin.io/assets/doc/ENG_Whitepaper.pdf
Retail,,akaiito,0.9,"Akaiito is platform, which will give an opportunity to use crypto currency in every day life! Akaiito will be P2P platform with C2C business model, where crypto holders will be able to spend their crypto and get products/services for that. Akaiito will include 4 categories in itself: Online Market, Services, Rent, Online Map.",AIC,13th Mar 2018,16th May 2018,https://akaiito.io,,,,,,,,
Retail,,rouge,,"Rouge aims to disrupt the digital and online coupon industry using smart contracts and blockchain technology; and ultimately create a fair and value-driven digital marketing ecosystem that directly benefits brands, consumers, and publishers.",RGE,4th Jun 2018,8th Jul 2018,https://rouge.network,,,,,,,,
Retail,,snapup,0.084453,"Snapup is a revolutionary way to shop for premium products, that leverages cryptocurrencies and the power of the community to make our customers save from 80% up to 90% on the retail price of the products they love and desire most!",SNP,28th Aug 2017,4th Sep 2017,,,,,,,,,
Retail,,stabledex,0.3,"The stableDEX platform offers a 100% decentralized peer to peer trading environment. By using stableDEX the users retain full custody and control of the assets within their wallet. The platform offers most of the stablecoin pairs that are currently traded and many more asset-backed tokens will be listed ongoing. stableDEX will offer many tools to assist and support the trading community. Margin Trading to increase the transactional capacity, automated trading for the traders using algorithms with top speed execution. Asset Manager tools to enable decentralized 3rd party trading. stableDEX has its own platform currency called the STDEX token that can be used to pay transaction fees and services at a discount and earned by executing orders on stableDEX. stableDEX is developed to offer digital assets to the trading community in a professional manner. Tools and features are designed for institutional trading, products are selected with a focus on stability.",STDEX,4th Jul 2019,31st Aug 2019,https://stabledex.io,Estonia,https://stabledex.io/download/Whitepaper.pdf
Smart Contract,,iolite,2.226746,"iOlite is an open-source, blockchain and machine learning platform, that will allow anyone to write smart contracts, using any language, natural or programming. The platform is developed with the purpose of bringing more mainstream users, commercial and non-commercial, to start using blockchain technology. iOlite tokens will be used to compensate contributors in the iOlite network that help with the machine-learning process: each text parsing suggestion that is accepted by the iOlite Fast Adaptation Engine (FAE), will be compensated with iLT tokens. In addition, authors will be able to share their smart contracts with other iOlite ecosystem members, for fees in iLT tokens.",iLT,12th Apr 2018,1st May 2018,https://www.iolite.io,,,,,,,,
Smart Contract,,streampay,,"StreamPay is an enterprise supply chain risk monitoring and payment tracking solution that uses blockchain smart contracts to manage suppliers and finished goods. StreamPay technology keeps distributed ledgers to create articles to insert into smart contracts so supply chain manufacturers, suppliers, vendors, logistics companies, and customers can track goods and services from the raw materials to the finished product using QR codes and digital signatures.",STPY,1st Sep 2018,31st Jan 2019,https://www.streampay.io,Estonia,https://www.streampay.io/Portals/27/Skins/StreamPay/StreamPay-White-Paper-ICO_version2.pdf,,,,,,
Smart Contract,,winflow,,"WinFlow, a blockchain-based sports betting platform operating in a unique not-for-profit model, is set to launch its ICO crowdsale on March 27, 2018, under the guidance of industry veterans. After a year of research and development, the company is well underway in creating a blockchain-based betting platform that inherently offers an unprecedented level of security, transparency, and innovation to bettors and the industry as a whole. It is expected that WinFlow will quickly disrupt the traditional incumbents in the multi billion-dollar market. Traditional operating models result in the house raking significant profit from its players, but WinFlow intends to turn the tables. Instead of retaining the house rake, the platform will automatically redistribute the would-be profits to players through a transparent and secure Ethereum smart contract-based system. The company refers to this as the WIN Back Rewards program.",WIN,27th Mar 2018,27th Apr 2018,https://www.winflow.bet,,,,,,,,
Software,,betinreal,,"BetinReal is the first AR/VR gambling solution in the world, based on blockchain technology. We have combined gambling and social gaming to provide players with an exceptional experience the way they want it. Any time and in any where. BetinReal was founded by top talents from gambling, gaming, cryptocurrency and technology fields. We took advantage of different technologies to to make casino games social, interactive, immersive, reliable and fair. We focused on players needs and preferences to bring them an experience they never had before.",BetInReal,1st Mar 2019,31st May 2019,https://www.betinreal.com,Estonia,https://betinreal.com/wp-content/uploads/2018/11/bet_in_real-whitepaper-2-2.pdf
